"Indicator type","Indicator","Description"
"IPv4","74.208.182.78",""
"IPv4","74.208.136.53",""
"IPv4","74.207.234.100",""
"IPv4","74.123.98.18",""
"IPv4","74.123.98.10",""
"IPv4","74.123.97.10",""
"IPv4","74.116.186.120",""
"IPv4","74.108.65.9",""
"IPv4","74.106.232.4",""
"IPv4","73.66.247.16",""
"IPv4","73.41.183.110",""
"IPv4","72.92.146.128",""
"IPv4","72.83.64.189",""
"IPv4","72.68.41.151",""
"IPv4","72.235.37.213",""
"IPv4","72.23.65.169",""
"IPv4","72.212.32.122",""
"IPv4","72.177.2.249",""
"IPv4","72.167.47.69",""
"IPv4","72.14.179.10",""
"IPv4","72.14.177.164",""
"IPv4","71.79.166.226",""
"IPv4","71.79.11.136",""
"IPv4","71.42.125.218",""
"IPv4","71.230.136.74",""
"IPv4","71.229.166.247",""
"IPv4","71.207.38.131",""
"IPv4","71.192.152.8",""
"IPv4","71.19.157.127",""
"IPv4","71.19.155.121",""
"IPv4","71.19.149.21",""
"IPv4","71.19.148.13",""
"IPv4","71.19.144.89",""
"IPv4","71.19.144.65",""
"IPv4","71.19.144.106",""
"IPv4","71.185.211.201",""
"IPv4","71.179.6.26",""
"IPv4","71.178.206.146",""
"IPv4","71.135.200.38",""
"IPv4","71.131.94.125",""
"IPv4","70.89.115.157",""
"IPv4","70.63.170.86",""
"IPv4","70.53.179.55",""
"IPv4","70.52.10.150",""
"IPv4","70.44.88.31",""
"IPv4","70.34.222.94",""
"IPv4","70.34.194.189",""
"IPv4","70.32.0.100",""
"IPv4","70.187.154.218",""
"IPv4","70.173.145.2",""
"IPv4","69.30.239.126","phpMyAdmin attacker client IP"
"IPv4","69.237.207.60",""
"IPv4","69.197.128.154",""
"IPv4","69.174.143.74",""
